---,Actor,Location,Rotation,Scale,Meshes
Row_2704,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10750.000000,Y=-2850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2705,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10750.000000,Y=-3250.000000,Z=600.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2706,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10750.000000,Y=-3650.000000,Z=600.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2707,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10750.000000,Y=-1450.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2708,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10750.000000,Y=-3850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2709,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10350.000000,Y=-3850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2710,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9950.000000,Y=-3850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2711,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9550.000000,Y=-3850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2712,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-3850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2713,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9950.000000,Y=-10570.000000,Z=750.000000)","(Pitch=0.000000,Yaw=60.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TowerWallWindows.TowerWallWindows'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_2714,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-10350.000000,Y=-1450.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2715,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9950.000000,Y=-1450.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2716,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9550.000000,Y=-1450.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2717,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-1450.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2718,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-1650.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2719,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-2050.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2720,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-2450.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2721,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-2850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2722,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-3250.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2723,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-3650.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2724,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9950.000000,Y=-10570.000000,Z=750.000000)","(Pitch=0.000000,Yaw=-29.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TowerWallWindows.TowerWallWindows'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_2725,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9840.000000,Y=-4270.000000,Z=510.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=1.000000,Y=2.125000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TatchedRoofMiddle.TatchedRoofMiddle'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_straw""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StrawEnds""')))"
Row_2726,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11299.999903,Y=-4220.000000,Z=450.000000)","(Pitch=0.000000,Yaw=269.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TatchedRoof.TatchedRoof'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_straw""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StrawEnds""',MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2727,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-1650.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2728,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-2050.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2729,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-2450.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2730,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-2850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2731,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-3250.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2732,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9150.000000,Y=-3650.000000,Z=600.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/OverhangSupport.OverhangSupport'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPolishedHotspot""')))"
Row_2733,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8950.000000,Y=-1650.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2734,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8950.000000,Y=-2050.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2735,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9950.000000,Y=-10570.000000,Z=750.000000)","(Pitch=0.000000,Yaw=-119.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TowerWallDoorway.TowerWallDoorway'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_2736,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8950.000000,Y=-2450.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2737,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8950.000000,Y=-2850.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2738,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8950.000000,Y=-3250.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2739,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8950.000000,Y=-3650.000000,Z=600.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/WoodenWall.WoodenWall'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2740,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11580.000033,Y=4444.999979,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2741,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11580.000024,Y=4844.999979,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2742,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11580.000014,Y=5244.999979,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2743,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11580.000004,Y=5644.999979,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2744,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11980.000033,Y=4444.999989,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2745,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11980.000024,Y=4844.999989,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2746,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9950.000000,Y=-10570.000000,Z=1150.000000)","(Pitch=0.000000,Yaw=179.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TowerWallWindows.TowerWallWindows'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_2747,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11980.000014,Y=5244.999989,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2748,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-11980.000004,Y=5644.999989,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2749,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12380.000033,Y=4444.999999,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2750,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12380.000024,Y=4844.999999,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2751,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12380.000014,Y=5244.999999,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2752,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12380.000004,Y=5644.999999,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2753,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12780.000033,Y=4445.000009,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2754,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12780.000024,Y=4845.000009,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2755,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12780.000014,Y=5245.000009,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2756,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-12780.000004,Y=5645.000009,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2757,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9950.000000,Y=-10570.000000,Z=1150.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/TowerWallWindows.TowerWallWindows'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_StoneBricksEven""')))"
Row_2758,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13180.000033,Y=4445.000018,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2759,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13180.000024,Y=4845.000018,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2760,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13180.000014,Y=5245.000018,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2761,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13180.000004,Y=5645.000018,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2762,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13580.000033,Y=4445.000028,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
Row_2763,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13580.000024,Y=4845.000028,Z=300.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Floor.Floor'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_WoodPlanksRough""')))"
